Classes,area_km2_1985,area_km2_1986,area_km2_1987,area_km2_1988,area_km2_1989,area_km2_1990,area_km2_1991,area_km2_1992,area_km2_1993,area_km2_1994,area_km2_1995,area_km2_1996,area_km2_1997,area_km2_1998,area_km2_1999,area_km2_2000,area_km2_2001,area_km2_2002,area_km2_2003,area_km2_2004,area_km2_2005,area_km2_2006,area_km2_2007,area_km2_2008,area_km2_2009,area_km2_2010,area_km2_2011,area_km2_2012,area_km2_2013,area_km2_2014,area_km2_2015,area_km2_2016,area_km2_2017,area_km2_2018,area_km2_2019,area_km2_2020,area_km2_2021,area_km2_2022
 3.2.1. Temporary Crop,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
 3.2.1.1. Soybean,0.0,0.0,0.0,0.0,0.0,0.12321,0.12321,0.24642,0.24642,0.61605,0.49284,0.49284,0.61605,1.47852,1.97136,17.2494,42.87708,56.55339,107.56233,147.60558,246.17358000000002,306.66968999999995,318.12821999999994,326.87613,364.08555,415.95696,460.06614,470.04614999999995,539.78301,651.0416399999999,780.2889299999999,867.3983999999999,926.7856200000001,966.7056600000001,1023.62868,1087.20504,1120.10211,1174.1913
 3.2.1.2. Sugar cane,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
 3.2.1.3. Rice,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
 3.2.1.4. Cotton (beta),0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
 3.2.1.5. Other Temporary Crops,3.20346,3.0802500000000004,3.81951,4.18914,6.0372900000000005,7.63902,13.306679999999998,14.908409999999998,17.49582,18.727919999999997,20.57607,37.579049999999995,40.53609,52.48746,55.56771,59.1408,84.64527,98.56800000000001,103.74282,155.24460000000002,184.19895,212.29083000000003,258.37137,305.31438,284.86152,247.03605,219.19059,254.05901999999998,354.35195999999996,378.2547,386.38656000000003,366.30332999999996,372.21741000000003,345.11120999999997,324.41193,288.06498,254.30544,236.07036
 3.2.2. Perennial Crop,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
 3.2.2.1. Coffee,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
 3.2.2.2. Citrus,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
 3.2.2.3. Palm Oil (beta),0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
 3.2.2.4. Other Perennial Crops,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
 3.3. Forest Plantation,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.12321,0.12321,0.24642,0.24642,0.36963,0.49284,0.73926,0.86247,1.10889,1.2321,1.2321,1.10889,1.10889,1.10889,1.10889,1.10889,1.10889,1.10889,1.2321,1.47852,2.83383,6.28371,6.28371,6.40692,6.28371,5.91408,4.9284,5.05161,5.42124,5.544449999999999,5.544449999999999
 3.4. Mosaic of Uses,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
 4. Non vegetated area,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
 4.1. Beach Dune and Sand Spot,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
 4.2. Urban Area,2.3409899999999997,3.0802500000000004,3.3266699999999996,3.57309,3.6963,3.81951,3.94272,4.06593,4.18914,4.18914,4.31235,4.31235,4.43556,4.558769999999999,4.558769999999999,4.681979999999999,4.80519,4.9284,4.9284,5.05161,5.29803,5.42124,5.42124,5.544449999999999,5.66766,5.66766,5.79087,5.79087,5.79087,5.91408,5.91408,6.0372900000000005,6.0372900000000005,6.160500000000001,6.160500000000001,6.160500000000001,6.160500000000001,6.160500000000001
 4.3. Mining,1.47852,1.84815,2.71062,3.3266699999999996,3.6963,4.06593,3.94272,3.94272,3.6963,3.6963,3.57309,3.57309,3.57309,3.57309,3.81951,3.94272,3.94272,3.94272,3.94272,4.06593,4.06593,4.06593,4.06593,4.06593,4.06593,4.06593,4.06593,4.06593,4.06593,4.06593,4.06593,4.06593,4.06593,4.06593,4.06593,4.06593,4.31235,4.43556
 4.4. Other non Vegetated Areas,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
 5. Water,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
 5.1. River Lake and Ocean,28.3383,29.69361,29.69361,30.309659999999997,30.67929,31.04892,32.15781,32.15781,32.404230000000005,33.02028,33.02028,33.63633,33.38991000000001,33.63633,33.02028,30.18645,30.309659999999997,30.92571,31.54176,31.54176,31.29534,31.29534,31.41855,31.91139,31.91139,31.91139,31.664970000000004,31.664970000000004,30.8025,30.309659999999997,30.8025,30.67929,31.04892,31.41855,31.54176,31.04892,30.55608,31.78818
5.2. Aquaculture,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
 6. Not Observed,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
